word sentid sentpos wlen surp entropy entred
his 15 16 3 7.502769947052002 8.921923637390137 0.9554414749145508
time 15 17 4 8.416827201843262 12.154936790466309 0
. 15 18 1 3.2624311447143555 8.973258972167969 3.18167781829834
Around 16 0 6 13.811912536621094 11.105671882629395 0
<unk> 16 1 5 4.963966369628906 9.713228225708008 1.3924436569213867
, 16 2 1 3.1510937213897705 9.092132568359375 0.6210956573486328
the 16 3 3 3.4286253452301025 9.494736671447754 0
<unk> 16 4 5 4.667397499084473 11.70980167388916 0
, 16 5 1 3.2749671936035156 8.830276489257812 2.8795251846313477
feared 16 6 6 15.103277206420898 9.389396667480469 0
by 16 7 2 6.827636241912842 9.87498664855957 0
the 16 8 3 1.998801589012146 8.848188400268555 1.0267982482910156
locals 16 9 6 14.5059175491333 11.66147232055664 0
, 16 10 1 3.5943734645843506 8.950112342834473 2.711359977722168
came 16 11 4 12.388707160949707 9.278145790100098 0
out 16 12 3 8.783953666687012 9.967092514038086 0
, 16 13 1 3.3872454166412354 6.77573823928833 3.191354274749756
as 16 14 2 5.9751973152160645 9.212708473205566 0
slow 16 15 4 15.626434326171875 7.754304885864258 1.4584035873413086
as 16 16 2 6.157551288604736 10.26628589630127 0
a 16 17 1 2.473890781402588 7.620431423187256 2.6458544731140137
<unk> 16 18 5 4.673824787139893 11.558609008789062 0
, 16 19 1 3.6070339679718018 9.457916259765625 2.1006927490234375
from 16 20 4 8.338788986206055 9.230048179626465 0.22786808013916016
among 16 21 5 17.12505340576172 8.674871444702148 0.5551767349243164
the 16 22 3 2.7296314239501953 10.29183292388916 0
trees 16 23 5 12.9214448928833 11.794979095458984 0
, 16 24 1 3.636484384536743 8.711677551269531 3.083301544189453
just 16 25 4 11.038467407226562 9.230171203613281 0
as 16 26 2 6.457085132598877 9.7817964553833 0
the 16 27 3 2.585728645324707 7.960556983947754 1.8212394714355469
<unk> 16 28 5 5.020110130310059 11.696527481079102 0
had 16 29 3 7.772242546081543 8.587625503540039 3.1089019775390625
predicted 16 30 9 12.427441596984863 9.216268539428711 0
. 16 31 1 5.55017614364624 10.207332611083984 0
The 17 0 3 5.230095386505127 11.105671882629395 0
<unk> 17 1 5 4.016648292541504 11.676591873168945 0
<unk> 17 2 5 5.969981670379639 9.458765983581543 2.2178258895874023
from 17 3 4 6.988215923309326 8.734408378601074 0.7243576049804688
his 17 4 3 5.349073886871338 9.000287055969238 0
hiding 17 5 6 16.491840362548828 11.953908920288086 0
place 17 6 5 12.292383193969727 8.587663650512695 3.3662452697753906
and 17 7 3 4.624965190887451 8.175868034362793 0.41179561614990234
through 17 8 7 12.608098983764648 11.322290420532227 0
the 17 9 3 2.5835301876068115 10.022205352783203 1.3000850677490234
heart 17 10 5 12.240152359008789 11.741364479064941 0
with 17 11 4 6.8781352043151855 8.624695777893066 3.116668701171875
his 17 12 3 5.166850566864014 8.758962631225586 0
fine 17 13 4 13.080474853515625 11.902106285095215 0
arrows 17 14 6 16.5926570892334 9.50037670135498 2.4017295837402344
shot 17 15 4 13.438212394714355 8.282308578491211 1.2180681228637695
the 17 16 3 3.9824938774108887 9.232998847961426 0
<unk> 17 17 5 4.864147663116455 11.756665229797363 0
. 17 18 1 3.6703357696533203 8.316978454589844 3.4396867752075195
Now 18 0 3 11.752304077148438 11.105671882629395 0
the 18 1 3 5.179922580718994 9.059121131896973 2.046550750732422
problem 18 2 7 12.073548316955566 11.738210678100586 0
was 18 3 3 5.389134883880615 8.747003555297852 2.9912071228027344
no 18 4 2 8.292651176452637 10.232192993164062 0
longer 18 5 6 8.537582397460938 12.06063461303711 0
to 18 6 2 4.172933101654053 9.403477668762207 2.6571569442749023
kill 18 7 4 9.917379379272461 9.901946067810059 0
the 18 8 3 3.41465425491333 9.391316413879395 0.5106296539306641
<unk> 18 9 5 4.993202209472656 11.729094505310059 0
. 18 10 1 3.2715532779693604 8.144343376159668 3.5847511291503906
It 19 0 2 7.874598503112793 11.105671882629395 0
was 19 1 3 2.0238354206085205 7.172704219818115 3.9329676628112793
to 19 2 2 5.587207317352295 10.035429954528809 0
find 19 3 4 8.486638069152832 10.192684173583984 0
a 19 4 1 5.271148204803467 9.450587272644043 0.7420969009399414
way 19 5 3 8.710347175598145 11.569366455078125 0
to 19 6 2 5.129966735839844 9.66749382019043 1.9018726348876953
carry 19 7 5 10.29250431060791 10.152449607849121 0
the 19 8 3 3.3883018493652344 9.413372039794922 0.7390775680541992
<unk> 19 9 5 5.064798831939697 11.720952033996582 0
back 19 10 4 11.504084587097168 8.430068969726562 3.2908830642700195
. 19 11 1 3.49584698677063 8.373473167419434 0.056595802307128906
The 20 0 3 5.230095386505127 11.105671882629395 0
head 20 1 4 10.732972145080566 11.676591873168945 0
was 20 2 3 4.6234283447265625 9.36353874206543 2.3130531311035156
too 20 3 3 9.5403470993042 10.149239540100098 0
heavy 20 4 5 12.144304275512695 10.116156578063965 0.03308296203613281
for 20 5 3 5.736166000366211 8.993269920349121 1.1228866577148438
the 20 6 3 1.9349687099456787 8.87283992767334 0.12042999267578125
little 20 7 6 12.876442909240723 11.679088592529297 0
<unk> 20 8 5 5.552772521972656 11.455531120300293 0.2235574722290039
to 20 9 2 5.176299095153809 7.788651466369629 3.666879653930664
carry 20 10 5 10.487334251403809 9.49478530883789 0
back 20 11 4 10.391803741455078 9.477022171020508 0.017763137817382812
to 20 12 2 4.106598854064941 7.839259624481201 1.6377625465393066
the 20 13 3 2.475825548171997 9.449274063110352 0
Manor 20 14 5 15.929390907287598 11.818873405456543 0
House 20 15 5 11.899552345275879 7.737946510314941 4.080926895141602
, 20 16 1 3.0505897998809814 7.594834327697754 0.1431121826171875
but 20 17 3 5.073752403259277 8.648111343383789 0
the 20 18 3 4.134421348571777 9.673379898071289 0
<unk> 20 19 5 4.953675270080566 11.877843856811523 0
, 20 20 1 3.5638341903686523 8.883113861083984 2.994729995727539
who 20 21 3 5.906490802764893 8.978489875793457 0
was 20 22 3 2.656075954437256 8.02859115600586 0.9498987197875977
as 20 23 2 8.377174377441406 9.996891975402832 0
quick 20 24 5 16.713489532470703 8.265546798706055 1.7313451766967773
<unk> 20 25 5 6.721688747406006 9.125079154968262 0
and 20 26 3 4.20054817199707 7.864147663116455 1.2609314918518066
<unk> 20 27 5 4.7362542152404785 10.983855247497559 0
as 20 28 2 6.851759910583496 8.228397369384766 2.755457878112793
ever 20 29 4 12.81690502166748 8.146550178527832 0.0818471908569336
, 20 30 1 7.421011447906494 8.848079681396484 0
asked 20 31 5 13.844865798950195 8.959770202636719 0
himself 20 32 7 11.494178771972656 9.390656471252441 0
, 20 33 1 3.791292905807495 8.943843841552734 0.44681262969970703
' 20 34 1 9.165069580078125 9.073424339294434 0
What 20 35 4 14.80243968963623 10.149665832519531 0
else 20 36 4 13.749268531799316 9.542267799377441 0.6073980331420898
can 20 37 3 10.539712905883789 9.28063678741455 0.2616310119628906
I 20 38 1 12.072529792785645 9.804975509643555 0
do 20 39 2 11.601608276367188 9.917989730834961 0
to 20 40 2 5.243450164794922 10.209532737731934 0
prove 20 41 5 10.808150291442871 9.904083251953125 0.3054494857788086
I 20 42 1 9.996793746948242 9.717341423034668 0.18674182891845703
killed 20 43 6 12.489497184753418 9.863630294799805 0
the 20 44 3 6.324150085449219 8.695923805236816 1.1677064895629883
<unk> 20 45 5 4.962545394897461 11.768474578857422 0
? 20 46 1 12.537369728088379 7.534546375274658 4.233928203582764
' 20 47 1 3.2227518558502197 1.4942607879638672 6.040285587310791
The 21 0 3 5.230095386505127 11.105671882629395 0
next 21 1 4 8.102510452270508 11.676591873168945 0
instance 21 2 8 14.933143615722656 10.835213661193848 0.8413782119750977
he 21 3 2 9.14697265625 9.097105979919434 1.738107681274414
opened 21 4 6 10.340653419494629 7.949771404266357 1.1473345756530762
the 21 5 3 3.2684566974639893 9.104195594787598 0
<unk> 21 6 5 5.099044322967529 11.69955062866211 0
's 21 7 2 5.551411151885986 8.920356750488281 2.779193878173828
mouth 21 8 5 11.052790641784668 11.9328031539917 0
and 21 9 3 4.811709403991699 8.687962532043457 3.244840621948242
cut 21 10 3 12.959120750427246 11.23025894165039 0
out 21 11 3 8.660497665405273 9.767918586730957 1.4623403549194336
its 21 12 3 11.072566032409668 8.567229270935059 1.2006893157958984
tongue 21 13 6 14.231295585632324 12.1163911819458 0
, 21 14 1 3.9238805770874023 9.3799409866333 2.7364501953125
taking 21 15 6 10.679227828979492 9.280391693115234 0.0995492935180664
that 21 16 4 6.491987228393555 10.043548583984375 0
as 21 17 2 8.991808891296387 9.069841384887695 0.9737071990966797
proof 21 18 5 12.974939346313477 8.90491008758545 0.1649312973022461
for 21 19 3 5.962479591369629 8.680057525634766 0.2248525619506836
the 21 20 3 1.889764428138733 8.791378021240234 0
Lord 21 21 4 12.487175941467285 11.66526985168457 0
. 21 22 1 3.8345577716827393 9.480976104736328 2.184293746948242
He 22 0 2 7.521773815155029 11.105671882629395 0
set 22 1 3 9.919607162475586 8.60185432434082 2.503817558288574
out 22 2 3 8.692608833312988 9.575374603271484 0
for 22 3 3 6.920522689819336 7.052942276000977 2.522432327270508
the 22 4 3 1.9464311599731445 8.955565452575684 0
Manor 22 5 5 16.053634643554688 11.643714904785156 0
House 22 6 5 11.739476203918457 8.419427871704102 3.2242870330810547
as 22 7 2 7.00864315032959 8.19394302368164 0.22548484802246094
quickly 22 8 7 11.792169570922852 8.579621315002441 0
as 22 9 2 6.827036380767822 9.730818748474121 0
he 22 10 2 6.237354755401611 8.605856895446777 1.1249618530273438
could 22 11 5 7.206905364990234 8.233217239379883 0.37263965606689453
and 22 12 3 8.682841300964355 7.491960048675537 0.7412571907043457
he 22 13 2 6.725131034851074 10.46473217010498 0
had 22 14 3 4.2830424308776855 8.487517356872559 1.9772148132324219
only 22 15 4 7.8876800537109375 9.304409980773926 0
been 22 16 4 7.432287216186523 9.791427612304688 0
gone 22 17 4 11.753071784973145 9.919631958007812 0
a 22 18 1 7.300175189971924 7.496304512023926 2.4233274459838867
few 22 19 3 7.699150085449219 11.688937187194824 0
minutes 22 20 7 10.025428771972656 8.350112915039062 3.3388242721557617
when 22 21 4 9.240314483642578 7.272774696350098 1.0773382186889648
a 22 22 1 4.517198085784912 10.12910270690918 0
second 22 23 6 7.491085529327393 11.809110641479492 0
<unk> 22 24 5 5.805339813232422 10.50734806060791 1.301762580871582
, 22 25 1 3.59782075881958 7.266000270843506 3.2413477897644043
not 22 26 3 9.343239784240723 9.303576469421387 0
so 22 27 2 8.720850944519043 10.025814056396484 0
bold 22 28 4 16.973388671875 9.187716484069824 0.8380975723266602
as 22 29 2 6.619920253753662 8.339349746704102 0.8483667373657227
the 22 30 3 2.5454671382904053 8.173397064208984 0.1659526824951172
first 22 31 5 6.61635160446167 11.654345512390137 0
but 22 32 3 9.876799583435059 10.351155281066895 1.3031902313232422
a 22 33 1 6.21358060836792 10.154520034790039 0.19663524627685547
little 22 34 6 9.558119773864746 11.538208961486816 0
more 22 35 4 10.327923774719238 10.8024320602417 0.7357769012451172
<unk> 22 36 5 5.438625335693359 10.578876495361328 0.2235555648803711
, 22 37 1 3.2568931579589844 7.594832897186279 2.984043598175049
came 22 38 4 12.999201774597168 9.204102516174316 0
on 22 39 2 6.505711555480957 9.957165718078613 0
the 22 40 3 1.7800042629241943 8.473742485046387 1.4834232330322266
scene 22 41 5 11.172324180603027 11.597167015075684 0
. 22 42 1 2.2626471519470215 7.023797035217285 4.573369979858398
Seeing 23 0 6 15.332184791564941 11.105671882629395 0
the 23 1 3 4.166388034820557 10.118160247802734 0.9875116348266602
slain 23 2 5 18.304306030273438 11.754630088806152 0
<unk> 23 3 5 6.0503950119018555 8.947134971618652 2.8074951171875
of 23 4 2 4.068896770477295 8.473243713378906 0.4738912582397461
the 23 5 3 2.0276248455047607 9.134844779968262 0
<unk> 23 6 5 5.000075340270996 11.667421340942383 0
, 23 7 1 3.168687105178833 8.795995712280273 2.8714256286621094
the 23 8 3 3.3811404705047607 9.390117645263672 0
<unk> 23 9 5 4.7584991455078125 11.724458694458008 0
<unk> 23 10 5 5.80161190032959 8.857879638671875 2.866579055786133
in 23 11 2 4.980362415313721 8.138992309570312 0.7188873291015625
his 23 12 3 5.1976447105407715 9.083030700683594 0
good 23 13 4 10.456550598144531 11.964637756347656 0
fortune 23 14 7 15.976963996887207 9.52264404296875 2.4419937133789062
. 23 15 1 3.25150465965271 8.000109672546387 1.5225343704223633
The 24 0 3 5.230095386505127 11.105671882629395 0
second 24 1 6 7.668061256408691 11.676591873168945 0
<unk> 24 2 5 5.7872467041015625 11.314207077026367 0.3623847961425781
knew 24 3 4 14.852179527282715 9.004603385925293 2.309603691101074
a 24 4 1 5.542758464813232 10.092954635620117 0
<unk> 24 5 5 4.701491832733154 11.740131378173828 0
to 24 6 2 5.215353965759277 9.95588207244873 1.7842493057250977
the 24 7 3 2.900869846343994 10.032211303710938 0
Manor 24 8 5 15.93977165222168 11.816365242004395 0
House 24 9 5 11.773537635803223 8.430328369140625 3.3860368728637695
was 24 10 3 6.281081676483154 8.339408874511719 0.09091949462890625
just 24 11 4 9.822994232177734 10.089292526245117 0
around 24 12 6 10.4555025100708 8.748543739318848 1.3407487869262695
the 24 13 3 1.9805703163146973 8.992019653320312 0
nearby 24 14 6 11.151009559631348 11.657429695129395 0
pond 24 15 4 15.724044799804688 11.713449478149414 0
, 24 16 1 3.1787960529327393 7.846694469451904 3.8667550086975098
and 24 17 3 2.727322816848755 9.080994606018066 0
, 24 18 1 7.048396587371826 10.574792861938477 0
being 24 19 5 10.131841659545898 9.516206741333008 1.0585861206054688
a 24 20 1 3.7149417400360107 9.806138038635254 0
bigger 24 21 6 13.284621238708496 11.79832935333252 0
man 24 22 3 10.697015762329102 10.200632095336914 1.5976972579956055
than 24 23 4 10.243240356445312 7.964992046356201 2.235640048980713
the 24 24 3 3.4073498249053955 9.587051391601562 0
first 24 25 5 6.27553129196167 11.788125991821289 0
, 24 26 1 5.102975845336914 10.971222877502441 0.8169031143188477
was 24 27 3 6.876317024230957 8.913186073303223 2.0580368041992188
able 24 28 4 8.62675666809082 9.99811840057373 0
to 24 29 2 0.9729430079460144 2.87247896194458 7.12563943862915
pick 24 30 4 11.907367706298828 9.603408813476562 0
up 24 31 2 8.476475715637207 9.548575401306152 0.054833412170410156
the 24 32 3 5.000123977661133 8.271687507629395 1.2768878936767578
<unk> 24 33 5 5.047306537628174 11.746638298034668 0
's 24 34 2 5.713225364685059 8.163810729980469 3.582827568054199
head 24 35 4 9.485736846923828 11.977323532104492 0
and 24 36 3 4.348764419555664 7.264383316040039 4.712940216064453
carry 24 37 5 13.4254789352417 10.992402076721191 0
it 24 38 2 7.447657585144043 10.027960777282715 0.9644412994384766
through 24 39 7 10.545768737792969 7.695314884185791 2.332645893096924
the 24 40 3 2.3836655616760254 9.699493408203125 0
wood 24 41 4 13.545785903930664 11.836737632751465 0
towards 24 42 7 12.551385879516602 7.228430271148682 4.608307361602783
the 24 43 3 3.8797528743743896 10.122906684875488 0
prize 24 44 5 13.85781478881836 11.591476440429688 0
that 24 45 4 7.315803527832031 7.238935947418213 4.352540493011475
awaited 24 46 7 18.151670455932617 9.254034996032715 0
him 24 47 3 8.12912368774414 10.35860824584961 0
. 24 48 1 2.5001742839813232 7.2140984535217285 3.144509792327881
The 25 0 3 5.230095386505127 11.105671882629395 0
Lord 25 1 4 11.215859413146973 11.676591873168945 0
of 25 2 2 3.5948355197906494 10.459516525268555 1.2170753479003906
the 25 3 3 2.1704678535461426 9.534175872802734 0.9253406524658203
Manor 25 4 5 16.049001693725586 11.668110847473145 0
was 25 5 3 4.851736068725586 9.10025691986084 2.5678539276123047
seated 25 6 6 13.4647216796875 10.173307418823242 0
in 25 7 2 3.178682565689087 6.295132637023926 3.8781747817993164
his 25 8 3 5.117061138153076 9.0022611618042 0
hall 25 9 4 15.004095077514648 11.938074111938477 0
when 25 10 4 9.264227867126465 8.650664329528809 3.287409782409668
the 25 11 3 2.693171501159668 10.023856163024902 0
second 25 12 6 7.506516456604004 11.803187370300293 0
<unk> 25 13 5 5.573257923126221 11.859009742736816 0
burst 25 14 5 16.28472900390625 8.142068862915039 3.7169408798217773
through 25 15 7 9.895482063293457 7.861969470977783 0.28009939193725586
the 25 16 3 1.962642788887024 8.976375579833984 0
door 25 17 4 12.944160461425781 11.695334434509277 0
and 25 18 3 4.732881546020508 7.886782646179199 3.808551788330078
began 25 19 5 9.951155662536621 11.26124382019043 0
to 25 20 2 4.489718437194824 9.764838218688965 1.4964056015014648
spin 25 21 4 16.3280086517334 10.019965171813965 0
a 25 22 1 5.38952112197876 9.218616485595703 0.8013486862182617
line 25 23 4 9.310149192810059 11.630650520324707 0
. 25 24 1 3.3069159984588623 8.88643741607666 2.744213104248047
' 26 0 1 10.929889678955078 11.105671882629395 0
The 26 1 3 8.565146446228027 10.808889389038086 0.2967824935913086
<unk> 26 2 5 4.014471530914307 11.62672233581543 0
of 26 3 2 3.1908271312713623 9.380108833312988 2.2466135025024414
Bradford 26 4 8 12.690262794494629 9.138924598693848 0.24118423461914062
are 26 5 3 7.4851202964782715 8.660049438476562 0.47887516021728516
ended 26 6 5 12.781102180480957 10.124247550964355 0
! 26 7 1 11.888763427734375 7.134335041046143 2.989912509918213
' 26 8 1 4.651703357696533 0.9597451686859131 6.1745898723602295
he 27 0 2 9.534421920776367 11.105671882629395 0
announced 27 1 9 10.237360000610352 8.07731819152832 3.028353691101074
. 27 2 1 5.630888938903809 7.965366840362549 0.11195135116577148
' 28 0 1 10.929889678955078 11.105671882629395 0
With 28 1 4 13.174015998840332 10.808889389038086 0.2967824935913086
my 28 2 2 12.500565528869629 9.693999290466309 1.1148900985717773
own 28 3 3 11.175848007202148 11.065569877624512 0
hand 28 4 4 12.778463363647461 10.129077911376953 0.9364919662475586
I 28 5 1 10.12744426727295 9.451576232910156 0.6775016784667969
have 28 6 4 9.539600372314453 9.612198829650879 0
slain 28 7 5 19.53898048400879 9.499613761901855 0.11258506774902344
the 28 8 3 4.26498556137085 8.325922012329102 1.173691749572754
<unk> 28 9 5 4.893085956573486 11.736024856567383 0
! 28 10 1 11.288079261779785 8.261630058288574 3.4743947982788086
' 28 11 1 4.114267349243164 1.1277631521224976 7.133866906166077
And 29 0 3 10.726737976074219 11.105671882629395 0
, 29 1 1 4.051534175872803 10.186975479125977 0.918696403503418
with 29 2 4 5.623127460479736 9.47934627532959 0.7076292037963867
that 29 3 4 7.829697132110596 8.778951644897461 0.7003946304321289
, 29 4 1 5.489202499389648 9.440199851989746 0
at 29 5 2 7.979780197143555 9.53641414642334 0
the 29 6 3 2.21482253074646 9.2451753616333 0.29123878479003906
feet 29 7 4 14.994325637817383 11.669933319091797 0
of 29 8 2 3.484733819961548 8.02509593963623 3.6448373794555664
his 29 9 3 5.348419666290283 9.136612892150879 0
lord 29 10 4 14.910584449768066 11.933350563049316 0
he 29 11 2 8.929191589355469 8.350187301635742 3.583163261413574
dropped 29 12 7 10.926846504211426 7.818603515625 0.5315837860107422
the 29 13 3 3.045558214187622 9.266535758972168 0
<unk> 29 14 5 5.0133376121521 11.781307220458984 0
's 29 15 2 5.590199947357178 8.668364524841309 3.112942695617676
enormous 29 16 8 13.167987823486328 12.040380477905273 0
head 29 17 4 11.857856750488281 10.536909103393555 1.5034713745117188
. 29 18 1 3.2940280437469482 8.073407173156738 2.4635019302368164
' 30 0 1 10.929889678955078 11.105671882629395 0
Then 30 1 4 16.294675827026367 10.808889389038086 0.2967824935913086
you 30 2 3 11.362244606018066 9.867332458496094 0.9415569305419922
will 30 3 4 11.328577041625977 9.756814956665039 0.11051750183105469
be 30 4 2 6.9124531745910645 10.049199104309082 0
rewarded 30 5 8 13.080239295959473 9.991711616516113 0.05748748779296875
, 30 6 1 5.441980361938477 4.741155624389648 5.250555992126465
as 30 7 2 6.276944160461426 9.146907806396484 0
I 30 8 1 9.648568153381348 8.155637741088867 0.9912700653076172
promised 30 9 8 15.2396821975708 9.914322853088379 0
. 30 10 1 4.858695030212402 9.488295555114746 0.4260272979736328
' 30 11 1 10.587282180786133 0.1054021418094635 9.382893413305283
' 31 0 1 10.929889678955078 11.105671882629395 0
But 31 1 3 14.339092254638672 10.808889389038086 0.2967824935913086
first 31 2 5 9.756330490112305 9.629620552062988 1.1792688369750977
, 31 3 1 4.168769836425781 9.973224639892578 0
let 31 4 3 13.13519287109375 9.52341365814209 0.4498109817504883
me 31 5 2 12.001858711242676 10.276946067810059 0
examine 31 6 7 17.917821884155273 9.683202743530273 0.5937433242797852
the 31 7 3 3.376307964324951 9.47321891784668 0.20998382568359375
head 31 8 4 9.958769798278809 11.721126556396484 0
of 31 9 2 2.8712258338928223 8.429664611816406 3.291461944580078
this 31 10 4 7.316005706787109 9.054838180541992 0
monster 31 11 7 15.827980041503906 12.500863075256348 0
, 31 12 1 2.961768865585327 8.423811912536621 4.077051162719727
' 31 13 1 9.103008270263672 9.256393432617188 0
said 31 14 4 10.893242835998535 10.09237003326416 0
the 31 15 3 4.427804470062256 9.834117889404297 0.2582521438598633
Lord 31 16 4 12.53361701965332 11.724135398864746 0
of 31 17 2 3.3547439575195312 10.201910018920898 1.5222253799438477
the 31 18 3 2.0540754795074463 9.23755931854248 0.964350700378418
Manor 31 19 5 16.059791564941406 11.654669761657715 0
. 31 20 1 3.911342144012451 8.402582168579102 3.2520875930786133
To 32 0 2 10.253857612609863 11.105671882629395 0
not 32 1 3 8.635825157165527 11.013127326965332 0.0925445556640625
examine 32 2 7 16.676074981689453 10.228313446044922 0.7848138809204102
the 32 3 3 3.694570302963257 9.393397331237793 0.8349161148071289
head 32 4 4 9.948678970336914 11.664674758911133 0
in 32 5 2 5.098567485809326 8.59929084777832 3.0653839111328125
advance 32 6 7 13.275899887084961 9.159441947937012 0
had 32 7 3 8.290398597717285 7.78144645690918 1.377995491027832
not 32 8 3 5.769318103790283 9.49331283569336 0
been 32 9 4 4.071279048919678 9.577532768249512 0
very 32 10 4 8.97215461730957 9.75971508026123 0
clever 32 11 6 15.345890998840332 11.079923629760742 0
on 32 12 2 6.088771820068359 9.046533584594727 2.0333900451660156
the 32 13 3 1.9027397632598877 8.867639541625977 0.17889404296875
part 32 14 4 11.153667449951172 11.634175300598145 0
of 32 15 2 0.15251076221466064 0.9247819781303406 10.709393322467804
the 32 16 3 1.9897239208221436 9.083502769470215 0
<unk> 32 17 5 4.919196128845215 11.630989074707031 0
. 32 18 1 2.652998208999634 7.6973066329956055 3.933682441711426
Right 33 0 5 14.597317695617676 11.105671882629395 0
away 33 1 4 11.31899642944336 9.025918006896973 2.079753875732422
, 33 2 1 3.000783920288086 8.791794776916504 0.23412322998046875
the 33 3 3 3.1543631553649902 9.442482948303223 0
Lord 33 4 4 12.645337104797363 11.721617698669434 0
noticed 33 5 7 18.064922332763672 9.769649505615234 1.9519681930541992
the 33 6 3 3.1537892818450928 10.097329139709473 0
tongue 33 7 6 16.01420783996582 11.739323616027832 0
of 33 8 2 3.276557445526123 9.779894828796387 1.9594287872314453
the 33 9 3 2.089193820953369 9.375008583068848 0.40488624572753906
<unk> 33 10 5 5.070653915405273 11.659741401672363 0
was 33 11 3 5.66737174987793 8.846044540405273 2.81369686126709
missing 33 12 7 12.273791313171387 10.157230377197266 0
and 33 13 3 4.511951923370361 7.322290897369385 2.834939479827881
exclaimed 33 14 9 18.35118293762207 10.963159561157227 0
, 33 15 1 3.039905548095703 8.250244140625 2.7129154205322266
' 33 16 1 9.33184814453125 9.137164115905762 0
What 33 17 4 14.824671745300293 10.063652038574219 0
is 33 18 2 8.050130844116211 9.696111679077148 0.3675403594970703
this 33 19 4 10.459104537963867 9.853306770324707 0
? 33 20 1 12.646201133728027 9.840777397155762 0.012529373168945312
A 34 0 1 7.6292548179626465 11.105671882629395 0
<unk> 34 1 5 4.414792537689209 11.978654861450195 0
with 34 2 4 6.708456993103027 8.957141876220703 3.021512985229492
no 34 3 2 10.738639831542969 9.179633140563965 0
tongue 34 4 6 14.313191413879395 12.197039604187012 0
? 34 5 1 12.727381706237793 9.418066024780273 2.7789735794067383
' 34 6 1 3.96189546585083 1.344175100326538 8.073890924453735
He 35 0 2 7.521773815155029 11.105671882629395 0
looked 35 1 6 10.252730369567871 8.60185432434082 2.503817558288574
at 35 2 2 7.3773322105407715 9.3511381149292 0
the 35 3 3 1.9693394899368286 9.027091026306152 0.3240470886230469
<unk> 35 4 5 5.006643295288086 11.637228012084961 0
, 35 5 1 3.33125901222229 8.769857406616211 2.86737060546875
<unk> 35 6 5 5.184790134429932 9.481456756591797 0
. 35 7 1 4.06993293762207 8.095041275024414 1.3864154815673828
' 36 0 1 10.929889678955078 11.105671882629395 0
How 36 1 3 16.078075408935547 10.808889389038086 0.2967824935913086
come 36 2 4 13.904975891113281 9.985281944274902 0.8236074447631836
this 36 3 4 9.410701751708984 9.285306930541992 0.6999750137329102
creature 36 4 8 15.375218391418457 12.015425682067871 0
has 36 5 3 9.42820930480957 8.692025184631348 3.3234004974365234
no 36 6 2 7.22537088394165 9.38436508178711 0
tongue 36 7 6 14.469476699829102 12.154426574707031 0
? 36 8 1 12.310577392578125 9.138558387756348 3.0158681869506836
' 36 9 1 3.6624724864959717 1.432176947593689 7.706381440162659
he 37 0 2 9.534421920776367 11.105671882629395 0
demanded 37 1 8 12.635295867919922 8.07731819152832 3.028353691101074
. 37 2 1 5.280877113342285 9.404143333435059 0
All 38 0 3 9.918370246887207 11.105671882629395 0
eyes 38 1 4 14.60997486114502 9.734021186828613 1.3716506958007812
were 38 2 4 7.398929119110107 8.893518447875977 0.8405027389526367
on 38 3 2 7.886887550354004 10.416479110717773 0
the 38 4 3 2.0073468685150146 9.04704761505127 1.369431495666504
<unk> 38 5 5 5.003394603729248 11.65875244140625 0
. 38 6 1 3.653108835220337 8.477001190185547 3.181751251220703
The 39 0 3 5.230095386505127 11.105671882629395 0
<unk> 39 1 5 4.016648292541504 11.676591873168945 0
questioned 39 2 10 18.74752426147461 9.458765983581543 2.2178258895874023
by 39 3 2 6.062765598297119 9.735604286193848 0
the 39 4 3 2.0740156173706055 9.215465545654297 0.5201387405395508
Lord 39 5 4 12.375176429748535 11.673521995544434 0
replied 39 6 7 16.277631759643555 11.119379997253418 0.5541419982910156
, 39 7 1 4.153451442718506 9.797835350036621 1.3215446472167969
' 39 8 1 8.844401359558105 9.38755989074707 0.4102754592895508
I 39 9 1 10.062064170837402 10.017672538757324 0
can 39 10 3 10.393508911132812 9.907347679138184 0.11032485961914062
not 39 11 3 6.702653884887695 9.902905464172363 0.0044422149658203125
say 39 12 3 11.697163581848145 8.842621803283691 1.0602836608886719
, 39 13 1 4.331737518310547 8.98348331451416 0
my 39 14 2 15.331188201904297 9.085551261901855 0
Lord 39 15 4 14.046304702758789 11.085559844970703 0
. 39 16 1 3.416813850402832 8.41988754272461 2.6656723022460938
' 39 17 1 10.457439422607422 0.10587239265441895 8.31401515007019
He 40 0 2 7.521773815155029 11.105671882629395 0
was 40 1 3 3.2456583976745605 8.60185432434082 2.503817558288574
suddenly 40 2 8 13.479880332946777 10.012227058410645 0
realizing 40 3 9 17.905431747436523 9.491096496582031 0.5211305618286133
his 40 4 3 7.252967834472656 5.921071529388428 3.5700249671936035
<unk> 40 5 5 5.577903747558594 12.04029655456543 0
situation 40 6 9 14.846327781677246 8.398286819458008 3.642009735107422
could 40 7 5 10.724958419799805 8.277587890625 0.12069892883300781
end 40 8 3 9.669173240661621 8.062530517578125 0.215057373046875
badly 40 9 5 16.228134155273438 8.560861587524414 0
for 40 10 3 6.2622199058532715 9.478017807006836 0
him 40 11 3 9.244452476501465 9.073588371276855 0.40442943572998047
. 40 12 1 3.416238307952881 9.294432640075684 0
Through 41 0 7 12.226362228393555 11.105671882629395 0
