,Filename,Segmentlabel,TargetMax,TargetMin,TargetPitch,TargetDifference,Intensity,Duration,Onset,
159,1,FEARSOME/1.158,192.7136049,119.7561803,166.7634,72.9574246,67.50765201,0.529998,45.78,NA
160,1,BOAR/1.159.word,271.3578837,93.81876821,144.7184101,177.5391155,69.89472057,0.510002,46.309998,NA
161,1,WHICH/1.160,140.6525485,127.6751033,135.9396231,12.9774452,65.13233015,0.198219835,46.90178017,NA
162,1,LIVED/1.161,167.2438352,79.28706326,156.2972668,87.95677198,71.15601019,0.27,47.1,NA
163,1,IN/1.162,160.2819365,65.80793504,120.6188782,94.47400149,68.04668208,0.1,47.37,NA
164,1,A/1.163,150.4414068,133.5332425,143.2489567,16.9081643,69.71846787,0.06,47.47,NA
165,1,WOOD/1.164,151.4791278,130.016243,140.8218574,21.4628848,70.91226565,0.33,47.53,NA
166,1,LOCATED/1.165,155.2427982,129.2530743,139.2843749,25.98972383,69.09831615,0.46,47.86,NA
167,1,JUST/1.166,176.6376087,132.8987562,156.5151079,43.73885253,67.26735078,0.36,48.32,NA
168,1,OUTSIDE/1.167,168.7425759,139.5089728,146.9460067,29.23360311,71.39692521,0.42,48.68,NA
169,1,THE/1.168,143.8720529,122.3578695,135.5389282,21.51418343,65.84432022,0.08,49.1,NA
170,1,MANOR/1.169,146.6333768,125.5039843,135.5048891,21.12939245,68.9162608,0.409996,49.18,NA
171,1,OF/1.170,137.5851203,130.0283038,133.2408809,7.55681651,68.84299565,0.060004,49.589996,NA
172,1,BRADFORD/1.171.word,482.1045114,124.2693132,176.555928,357.8351982,69.13851331,0.584298055,49.65,NA
173,1,A/1.172,149.5018601,135.9156804,143.8575479,13.58617972,68.8915524,0.04208326,50.70791674,NA
174,1,SOURCE/1.173,216.0672641,134.4613976,192.6092188,81.60586645,70.94620643,0.35,50.75,NA
175,1,OF/1.174,201.2442534,143.7504506,163.2760725,57.49380283,68.89741544,0.12,51.1,NA
176,1,GREAT/1.175,206.3790112,159.7955176,186.3674595,46.5834936,71.93066936,0.36,51.22,NA
177,1,TROUBLE/1.176,186.6703219,138.3328679,161.7896071,48.33745406,72.49542951,0.329996,51.58,NA
178,1,TO/1.177,143.6455002,137.4267017,140.3467253,6.218798461,56.17301724,0.080002,51.909996,NA
179,1,THE/1.178,142.8668853,133.7405533,138.0619019,9.126332061,69.54082994,0.090002,51.989998,NA
180,1,LOCAL/1.179,164.427562,121.8973224,144.0705811,42.53023956,71.13326865,0.369997,52.08,NA
181,1,FOLK/1.180,162.6842323,127.6854922,137.1016846,34.99874019,70.43987909,0.380003,52.449997,NA
182,1,THE/1.181,139.6318878,119.9095794,130.9841658,19.7223084,68.70866214,0.09,52.83,NA
183,1,BOAR/1.182,130.6264564,114.8363424,123.3913204,15.79011401,74.28197169,0.214697833,53.01530517,NA
184,1,WAS/1.183.word,493.5943239,109.5331059,170.7987569,384.061218,67.82646,0.5,53.230003,NA
185,1,BRINGING/1.184,161.2844172,131.4357998,148.2044579,29.84861739,72.74156994,0.318319216,53.94168278,NA
186,1,TERROR/1.185,173.7013428,140.9958936,166.1532497,32.70544923,72.07757938,0.409998,54.260002,NA
187,1,TO/1.186,172.173651,139.1723278,163.7349661,33.00132317,63.06613026,0.12,54.67,NA
188,1,THE/1.187,143.9940544,123.6312319,135.9068971,20.36282246,67.15591776,0.1,54.79,NA
189,1,PEACEFUL/1.188,175.1868247,133.0919545,155.0778008,42.09487021,64.69228315,0.43,54.89,NA
190,1,FLOCKS/1.189,156.5105322,140.6054123,146.2061453,15.90511993,70.90578568,0.5,55.32,NA
191,1,AND/1.190,156.5105322,123.0680624,131.8183578,33.44246982,64.96552029,0.120002,55.82,NA
192,1,RAVAGING/1.191,151.4644518,117.482173,140.7460268,33.98227879,71.70985208,0.559998,55.940002,NA
193,1,THE/1.192,142.4909767,127.9158079,134.6785382,14.57516882,67.54115378,0.08,56.5,NA
194,1,COUNTRYSIDE/1.193,145.1393841,117.0514765,132.6044533,28.08790764,65.54118858,0.63,56.58,NA
195,1,AROUND/1.194.word,121.1868056,97.24495037,112.1841037,23.94185527,64.16131493,0.559997,57.21,NA
196,1,<s>,--undefined--,--undefined--,--undefined--,--undefined--,39.78678014,0.509997,57.69,NA
197,1,</s>,--undefined--,--undefined--,--undefined--,--undefined--,37.81787531,0.43,57.769997,NA
198,1,EVEN/1.195,223.9201074,155.6403915,203.8004611,68.27971588,68.09172271,0.320003,58.199997,NA
199,1,WORSE/1.196.word,237.853648,136.1940267,184.844064,101.6596213,70.68430862,0.33,58.52,NA
200,1,HOWEVER/1.197.word,177.5225545,107.8956945,133.1000728,69.62686001,68.88066174,0.47,58.85,NA
201,1,THE/1.198,151.01729,125.7820608,139.7109977,25.23522925,68.28532473,0.11,59.32,NA
202,1,BOAR/1.199,177.4876619,117.6992773,160.1887251,59.7883846,73.74908611,0.28,59.43,NA
203,1,MOST/1.200,175.5321991,157.6853746,164.9615798,17.84682452,71.15936933,0.329997,59.71,NA
204,1,LIKED/1.201,160.945909,157.5126781,159.430419,3.433230887,73.62078612,0.23,60.039997,NA
205,1,TO/1.202,150.1318923,146.7108737,148.9833314,3.421018581,67.68501003,0.070003,60.269997,NA
206,1,GO/1.203,174.7424865,137.3961484,150.8225059,37.34633809,73.09462977,0.199997,60.34,NA
207,1,TO/1.204,158.7749279,152.7465554,156.2370415,6.028372564,64.01686781,0.09,60.539997,NA
208,1,THE/1.205,147.6314617,129.5739858,139.3006054,18.05747585,70.81458119,0.120003,60.629997,NA
209,1,WELL/1.206,153.0261437,116.3697299,141.617236,36.65641378,74.91894525,0.269997,60.75,NA
210,1,THAT/1.207,135.4879846,114.570941,129.3693936,20.91704362,70.35068235,0.130001,61.019997,NA
211,1,WAS/1.208,144.3198549,133.8559243,139.5968611,10.46393059,72.18600922,0.170002,61.149998,NA
212,1,IN/1.209,139.6219322,125.2605369,133.1315027,14.36139536,65.32295771,0.1,61.32,NA
213,1,THE/1.210,135.2953557,120.5958848,128.1272805,14.69947093,66.16316006,0.11,61.42,NA
214,1,WOOD/1.211,163.1670492,117.8601744,135.2408491,45.30687474,73.32637147,0.34,61.53,NA
215,1,AND/1.212,133.7864514,118.2500412,123.8791531,15.53641016,61.8418116,0.16,61.87,NA
216,1,DRINK/1.213,160.239815,144.0042795,154.943469,16.23553552,68.19361483,0.209998,62.03,NA
217,1,ITS/1.214,175.4884753,139.1951156,156.667397,36.29335967,62.31745403,0.139999,62.239998,NA
218,1,FRESH/1.215,160.4040848,136.411671,142.2920412,23.99241374,68.93077669,0.34,62.379997,NA
219,1,WATER/1.216.word,160.8237404,103.8669202,132.7128699,56.95682026,72.57915986,0.340809437,62.79491892,NA
220,1,SO/1.217,161.4365204,150.6700548,156.1519839,10.76646568,75.05554237,0.179223642,63.55077636,NA
221,1,THAT/1.218,153.6799637,140.2802998,148.9842401,13.39966399,71.4114352,0.149997,63.73,NA
222,1,THE/1.219,148.8029715,142.9927089,146.1195856,5.810262522,57.38408859,0.060003,63.879997,NA
223,1,PEOPLE/1.220,213.3489858,154.412452,188.602456,58.93653384,68.40049715,0.27,63.94,NA
224,1,OF/1.221,154.412452,141.050306,150.3256772,13.36214599,70.46926345,0.1,64.21,NA
225,1,BRADFORD/1.222,173.7128604,129.3560781,153.3955219,44.35678222,72.59341385,0.419996,64.31,NA
226,1,HAD/1.223,142.7548243,120.8080869,134.7470538,21.94673742,65.81063175,0.210004,64.729996,NA
227,1,SECOND/1.224,182.3179045,136.2863334,161.5372109,46.03157104,67.64912503,0.41,64.94,NA
228,1,THOUGHTS/1.225,166.1302669,147.007109,158.2792515,19.12315791,69.48934623,0.28,65.35,NA
229,1,ABOUT/1.226,135.5482419,121.7684958,126.7721559,13.77974608,70.32770339,0.2,65.63,NA
230,1,VISITING/1.227,193.2604149,113.0264096,143.2056496,80.23400528,67.77414818,0.429995,65.83,NA
231,1,THE/1.228,113.0264096,103.5354875,108.9251027,9.490922099,62.13175368,0.070005,66.259995,NA
232,1,WELL/1.229.word,107.5450515,95.72898229,101.3998962,11.81606921,61.75919324,0.342740971,66.33,NA
233,1,THAT/1.230,158.8644887,155.8100757,156.9420542,3.054412964,68.29617091,0.18,67.36,NA
234,1,THE/1.231,157.4543573,155.3913006,156.211589,2.0630567,67.17056765,0.090005,67.54,NA
235,1,PEOPLE/1.232,287.8911145,156.9918638,234.6133689,130.8992507,66.94485968,0.36,67.630005,NA
236,1,OF/1.233,202.430911,134.7256395,162.9432238,67.70527146,69.83791887,0.089995,67.990005,NA
237,1,BRADFORD/1.234,175.0251751,120.5232489,145.7083366,54.50192622,70.38885905,0.56,68.08,NA
238,1,BORE/1.235,174.4108432,143.9633141,160.9247367,30.44752907,74.22525727,0.29,68.64,NA
239,1,THE/1.236,164.5010787,120.028611,143.566255,44.47246764,69.2897347,0.090004,68.93,NA
240,1,BRUNT/1.237,191.0522815,120.7754423,158.1174627,70.27683921,70.03100417,0.349996,69.020004,NA
241,1,OF/1.238,174.8272898,119.5069403,140.572571,55.32034953,66.8116205,0.1,69.37,NA
242,1,THE/1.239,126.1516283,116.997579,121.2126799,9.1540493,66.27685264,0.1,69.47,NA
243,1,BEAST'S/1.240,169.6729702,120.7793026,160.0410439,48.89366763,66.29242199,0.32,69.57,NA
244,1,FEROCITY/1.241,171.1533332,107.5602464,135.5723962,63.59308677,66.0088494,0.66,69.89,NA
245,1,WAS/1.242,142.7298569,115.7236931,127.8195997,27.00616386,68.02360813,0.16,70.55,NA
246,1,UNFAIR/1.243,177.1484762,125.5698668,150.274964,51.57860939,71.75510933,0.52,70.71,NA
247,1,IN/1.244,125.5698668,118.7170479,121.3260576,6.852818884,71.23538061,0.06,71.23,NA
248,1,THE/1.245,126.7966692,120.4017097,123.9114838,6.394959459,66.74447297,0.13,71.29,NA
249,1,EYES/1.246,139.3761306,118.4255747,128.6716596,20.95055591,71.47540414,0.24,71.42,NA
250,1,OF/1.247,132.6389568,119.9843887,127.2794746,12.65456805,68.45955412,0.1,71.66,NA
251,1,THE/1.248,132.1200801,120.88732,128.0614207,11.23276015,63.48953821,0.090006,71.76,NA
252,1,PEOPLE/1.249,165.6764605,122.3883811,142.9559725,43.28807947,66.32866334,0.349999,71.850006,NA
